Term,Course.Number,College,Major,counts
FA21,100,Liberal Arts & Sciences,NONE:Political S Unassign,35
FA21,100,Liberal Arts & Sciences,NONE:Psychology Unassign,130
FA21,100,Liberal Arts & Sciences,None:English Unassigned - UIUC,1
FA21,100,School of Information Sciences,BS: Information Sciences ,6
FA21,100,School of Labor & Empl. Rel.,MHRIR:HR & Indus Relatns ,1
FA21,100,School of Social Work,BSW: Social Work - UIUC,10
FA21,107,"Agr, Consumer, & Env Sciences",BS: ACE: Finl Planning ,1
FA21,107,"Agr, Consumer, & Env Sciences",BS:ACE-Con Econ & Finance,3
FA21,107,"Agr, Consumer, & Env Sciences",BS:ACE-Envmntl Econ&Plcy ,1
FA21,107,"Agr, Consumer, & Env Sciences",BS:Engr Tech & Mgt Ag Sys,1
FA21,107,"Agr, Consumer, & Env Sciences",BS:H D & Fm St-Ch&Ad Dev ,1
FA21,107,"Agr, Consumer, & Env Sciences",NONE: ACES Undeclared - UIUC,1
FA21,107,Applied Health Sciences,"BS:Rec,Sprt,Trsm: Sport - UIUC",1
FA21,107,College of Media,BS: Journalism ,2
FA21,107,College of Media,BS:Advertising ,1
FA21,107,College of Media,BS:Comp Sci & Advertising,2
FA21,107,Division of General Studies,NONE: Undeclared ,17
FA21,107,Division of General Studies,NONE:Pre-Engineering ,1
FA21,107,Education,BS:Elementary Education ,1
FA21,107,Fine & Applied Arts,BS: Sustainable Design - UIUC,1
FA21,107,Gies College of Business,BS: Business Multi Majors,2
FA21,107,Gies College of Business,BS:Finance ,2
FA21,107,Gies College of Business,BS:Information Systems ,1
FA21,107,Gies College of Business,NDEG:BUS Nondegree ,2
FA21,107,Gies College of Business,NONE:Business Undeclared ,2
FA21,107,Grainger Engineering,BS:Computer Science ,3
FA21,107,Grainger Engineering,BS:Electrical Engineerng ,2
FA21,107,Grainger Engineering,BS:Materials Sci & Engr ,2
FA21,107,Grainger Engineering,NDEG:Engr Nondeg Extramrl,1
FA21,107,Grainger Engineering,NDEG:Engr Nondegree ,1
FA21,107,Liberal Arts & Sciences,BALAS: Communication ,3
FA21,107,Liberal Arts & Sciences,BALAS: Global Studies - UIUC,2
FA21,107,Liberal Arts & Sciences,BALAS:E Asian Lng & Cult ,1
FA21,107,Liberal Arts & Sciences,BALAS:Economics ,10
FA21,107,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,2
FA21,107,Liberal Arts & Sciences,BALAS:Linguistics ,1
FA21,107,Liberal Arts & Sciences,BALAS:Political Science ,1
FA21,107,Liberal Arts & Sciences,BALAS:Sociology ,1
FA21,107,Liberal Arts & Sciences,BSLAS: Comp Sci & Astr,1
FA21,107,Liberal Arts & Sciences,BSLAS: Comp Sci & Econ - UIUC,3
FA21,107,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,1
FA21,107,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,6
FA21,107,Liberal Arts & Sciences,BSLAS:Actuarial Science ,1
FA21,107,Liberal Arts & Sciences,BSLAS:Chemistry ,1
FA21,107,Liberal Arts & Sciences,BSLAS:Chemistry:Teach Op,1
FA21,107,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,1
FA21,107,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,5
FA21,107,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,2
FA21,107,Liberal Arts & Sciences,BSLAS:Mathematics ,2
FA21,107,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,2
FA21,107,Liberal Arts & Sciences,BSLAS:Physics ,1
FA21,107,Liberal Arts & Sciences,BSLAS:Psychology ,1
FA21,107,Liberal Arts & Sciences,BSLAS:Statistics ,59
FA21,107,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,59
FA21,107,Liberal Arts & Sciences,NONE: Mathematics - UIUC,12
FA21,107,Liberal Arts & Sciences,NONE:Anthropology Unassgn,1
FA21,107,Liberal Arts & Sciences,NONE:Biology ,1
FA21,107,Liberal Arts & Sciences,NONE:LAS General Curr,3
FA21,107,Liberal Arts & Sciences,NONE:Political S Unassign,1
FA21,107,Liberal Arts & Sciences,NONE:Psychology Unassign,3
FA21,107,School of Information Sciences,BS: Information Sciences ,43
FA21,200,"Agr, Consumer, & Env Sciences",BS: NRES ,2
FA21,200,"Agr, Consumer, & Env Sciences",BS: Technical Syst Mgt -- UIUC,1
FA21,200,"Agr, Consumer, & Env Sciences",BS:ACE-Envmntl Econ&Plcy ,1
FA21,200,"Agr, Consumer, & Env Sciences",BS:H D & Fam St - Fam St ,4
FA21,200,"Agr, Consumer, & Env Sciences",BS:H D & Fm St-Ch&Ad Dev ,2
FA21,200,Applied Health Sciences,BS: SPHS:Sp-Lang Path ,2
FA21,200,Applied Health Sciences,BS:CmtyHlth:Health Educ ,1
FA21,200,Applied Health Sciences,BS:CmtyHlth:Rehab Studies,1
FA21,200,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,2
FA21,200,College of Media,BS: Journalism ,1
FA21,200,College of Media,BS:Advertising ,2
FA21,200,Division of General Studies,NONE: Undeclared ,39
FA21,200,Division of General Studies,NONE:Pre-Engineering ,5
FA21,200,Education,BS: Learning & Ed Studies,2
FA21,200,Education,BS:Middle Grades Educ ,1
FA21,200,Fine & Applied Arts,BFA:Dance ,1
FA21,200,Fine & Applied Arts,BMUS:Voice ,1
FA21,200,Fine & Applied Arts,BS:Computer Sci & Music - UIUC,1
FA21,200,Gies College of Business,BS: Business Multi Majors,2
FA21,200,Gies College of Business,BS:Accountancy ,3
FA21,200,Gies College of Business,BS:Finance ,2
FA21,200,Gies College of Business,NONE:Business Undeclared ,1
FA21,200,Grainger Engineering,BS:Bioengineering - UIUC,3
FA21,200,Grainger Engineering,BS:Computer Engineering ,5
FA21,200,Grainger Engineering,BS:Computer Science ,8
FA21,200,Grainger Engineering,BS:Electrical Engineerng ,2
FA21,200,Grainger Engineering,BS:Engineering Physics ,3
FA21,200,Grainger Engineering,BS:Industrial Engineerng ,2
FA21,200,Grainger Engineering,BS:Mechanical Engineerng ,1
FA21,200,Grainger Engineering,NDEG:Engr Nondegree ,1
FA21,200,Grainger Engineering,PHD:Physics ,1
FA21,200,Liberal Arts & Sciences,BALAS: Asian American St ,1
FA21,200,Liberal Arts & Sciences,BALAS: Communication ,3
FA21,200,Liberal Arts & Sciences,BALAS: Creative Writing - UIUC,2
FA21,200,Liberal Arts & Sciences,BALAS:E Asian Lng & Cult ,1
FA21,200,Liberal Arts & Sciences,BALAS:Economics ,19
FA21,200,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,2
FA21,200,Liberal Arts & Sciences,BALAS:Linguistics ,2
FA21,200,Liberal Arts & Sciences,BALAS:Philosophy ,2
FA21,200,Liberal Arts & Sciences,BALAS:Political Science ,5
FA21,200,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA21,200,Liberal Arts & Sciences,BS:Physics ,4
FA21,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Astr,2
FA21,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Chem,1
FA21,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Econ - UIUC,11
FA21,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,13
FA21,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Phil - UIUC,4
FA21,200,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",4
FA21,200,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,8
FA21,200,Liberal Arts & Sciences,BSLAS: Geography & GIS - UIUC,1
FA21,200,Liberal Arts & Sciences,BSLAS:Actuarial Science ,9
FA21,200,Liberal Arts & Sciences,BSLAS:Astronomy ,2
FA21,200,Liberal Arts & Sciences,BSLAS:Brain&Cognitive Sci,1
FA21,200,Liberal Arts & Sciences,BSLAS:Chemistry ,2
FA21,200,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,9
FA21,200,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,7
FA21,200,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA21,200,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA21,200,Liberal Arts & Sciences,BSLAS:Physics ,1
FA21,200,Liberal Arts & Sciences,BSLAS:Psychology ,12
FA21,200,Liberal Arts & Sciences,BSLAS:Statistics ,9
FA21,200,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,9
FA21,200,Liberal Arts & Sciences,NONE: Geog&GIS Unassign,1
FA21,200,Liberal Arts & Sciences,NONE: Mathematics - UIUC,32
FA21,200,Liberal Arts & Sciences,NONE:Anthropology Unassgn,2
FA21,200,Liberal Arts & Sciences,NONE:Biology ,4
FA21,200,Liberal Arts & Sciences,NONE:LAS General Curr,4
FA21,200,Liberal Arts & Sciences,NONE:Political S Unassign,1
FA21,200,Liberal Arts & Sciences,NONE:Psychology Unassign,21
FA21,200,Liberal Arts & Sciences,PHD:Sociology ,2
FA21,200,School of Information Sciences,BS: Information Sciences ,2
FA21,200,School of Social Work,BSW: Social Work - UIUC,1
FA21,207,Division of General Studies,NONE: Undeclared ,1
FA21,207,Gies College of Business,NDEG:BUS Nondegree ,1
FA21,207,Grainger Engineering,BS:Computer Science ,1
FA21,207,Liberal Arts & Sciences,BALAS:Economics ,1
FA21,207,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA21,207,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,1
FA21,207,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,1
FA21,207,Liberal Arts & Sciences,BSLAS:Actuarial Science ,1
FA21,207,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA21,207,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA21,207,Liberal Arts & Sciences,BSLAS:Statistics ,4
FA21,207,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,3
FA21,207,Liberal Arts & Sciences,NONE: Mathematics - UIUC,1
FA21,207,School of Information Sciences,BS: Information Sciences ,10
FA21,212,Applied Health Sciences,BS:Community Health ,1
FA21,212,College of Media,BS: Media and Cinema St ,1
FA21,212,Division of General Studies,NONE: Undeclared ,7
FA21,212,Fine & Applied Arts,BFA:Theatre:LightingDesgn,1
FA21,212,Fine & Applied Arts,BME:MusEd:Instrmntl Music,1
FA21,212,Gies College of Business,BS:Operations Management ,1
FA21,212,Grainger Engineering,BS:Civil Engineering ,1
FA21,212,Grainger Engineering,NDEG:Engr Nondegree ,1
FA21,212,Liberal Arts & Sciences,BALAS: Creative Writing - UIUC,1
FA21,212,Liberal Arts & Sciences,BALAS:Political Science ,2
FA21,212,Liberal Arts & Sciences,BALAS:Spanish ,1
FA21,212,Liberal Arts & Sciences,BS:Biochemistry ,55
FA21,212,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA21,212,Liberal Arts & Sciences,BSLAS: Comp Sci & Chem,1
FA21,212,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",1
FA21,212,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,1
FA21,212,Liberal Arts & Sciences,BSLAS:Astronomy ,1
FA21,212,Liberal Arts & Sciences,BSLAS:Brain&Cognitive Sci,1
FA21,212,Liberal Arts & Sciences,BSLAS:Chemistry ,2
FA21,212,Liberal Arts & Sciences,BSLAS:Comp Sci & Geog&GIS,1
FA21,212,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,47
FA21,212,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,3
FA21,212,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,77
FA21,212,Liberal Arts & Sciences,BSLAS:Psychology ,2
FA21,212,Liberal Arts & Sciences,BSLAS:Statistics ,2
FA21,212,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,1
FA21,212,Liberal Arts & Sciences,NDEG:LAS Nondegree ,2
FA21,212,Liberal Arts & Sciences,NONE: LAS Undeclared ,2
FA21,212,Liberal Arts & Sciences,NONE: Mathematics - UIUC,1
FA21,212,Liberal Arts & Sciences,NONE:Biology ,97
FA21,212,Liberal Arts & Sciences,NONE:LAS General Curr,2
FA21,212,Liberal Arts & Sciences,NONE:Political S Unassign,1
FA21,212,Liberal Arts & Sciences,NONE:Psychology Unassign,2
FA21,212,Liberal Arts & Sciences,PHD:Anthropology ,1
FA21,385,Applied Health Sciences,BS:Kinesiology ,1
FA21,385,Gies College of Business,BS:Accountancy ,1
FA21,385,Gies College of Business,BS:Finance ,1
FA21,385,Grainger Engineering,BS:Bioengineering - UIUC,1
FA21,385,Grainger Engineering,BS:Computer Science ,1
FA21,385,Grainger Engineering,BS:Engineering Physics ,1
FA21,385,Grainger Engineering,BS:Materials Sci & Engr ,1
FA21,385,Liberal Arts & Sciences,BALAS:Economics ,1
FA21,385,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,3
FA21,385,Liberal Arts & Sciences,BALAS:Linguistics ,2
FA21,385,Liberal Arts & Sciences,BALAS:Political Science ,1
FA21,385,Liberal Arts & Sciences,BS:Physics ,1
FA21,385,Liberal Arts & Sciences,BSLAS: Comp Sci & Astr,1
FA21,385,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,1
FA21,385,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,47
FA21,385,Liberal Arts & Sciences,BSLAS:Actuarial Science ,2
FA21,385,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,44
FA21,385,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,2
FA21,385,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA21,385,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,1
FA21,385,Liberal Arts & Sciences,BSLAS:Psychology ,1
FA21,385,Liberal Arts & Sciences,BSLAS:Statistics ,72
FA21,385,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,5
FA21,385,Liberal Arts & Sciences,NONE: Mathematics - UIUC,2
FA21,385,Liberal Arts & Sciences,NONE:LAS General Curr,1
FA21,391,Liberal Arts & Sciences,BSLAS:Chemistry ,1
FA21,391,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,12
FA21,391,Liberal Arts & Sciences,BSLAS:Statistics ,7
FA21,391,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,5
FA21,400,"Agr, Consumer, & Env Sciences",BS: Animal Sciences -- UIUC,1
FA21,400,"Agr, Consumer, & Env Sciences",BS: Comp Sci & Crop Sci - UIUC,1
FA21,400,"Agr, Consumer, & Env Sciences",MS: Agr & Applied Econ - UIUC,1
FA21,400,"Agr, Consumer, & Env Sciences",MS: Tech Sys Mgmt - UIUC,1
FA21,400,"Agr, Consumer, & Env Sciences",NONE: ACES Undeclared - UIUC,1
FA21,400,Applied Health Sciences,PHD:Community Health ,1
FA21,400,College of Media,BS: Media and Cinema St ,1
FA21,400,College of Media,BS:Comp Sci & Advertising,1
FA21,400,Division of General Studies,NONE: Undeclared ,36
FA21,400,Division of General Studies,NONE:Pre-Engineering ,8
FA21,400,Education,BS:Middle Grades Educ ,1
FA21,400,Education,PHD:Educational Psych - UIUC,1
FA21,400,Fine & Applied Arts,BA:Urban Stud & Planning ,1
FA21,400,Fine & Applied Arts,PHD: Architecture - UIUC,1
FA21,400,Fine & Applied Arts,PHD:Lndscpe Architecture ,1
FA21,400,Gies College of Business,BS: Business Multi Majors,7
FA21,400,Gies College of Business,BS:Accountancy ,6
FA21,400,Gies College of Business,BS:Finance ,4
FA21,400,Gies College of Business,MAS:Accountancy ,1
FA21,400,Gies College of Business,PHD:Accountancy ,2
FA21,400,Grainger Engineering,BS: Aerospace Engr ,6
FA21,400,Grainger Engineering,BS: Agr & Biol Engr ,3
FA21,400,Grainger Engineering,"BS: Nucl, Plasma, Rad Eng",1
FA21,400,Grainger Engineering,BS:BS/MCS Computer Sci ,1
FA21,400,Grainger Engineering,BS:Civil Engineering ,2
FA21,400,Grainger Engineering,BS:Computer Engineering ,19
FA21,400,Grainger Engineering,BS:Computer Science ,15
FA21,400,Grainger Engineering,BS:Electrical Engineerng ,3
FA21,400,Grainger Engineering,BS:Engineering Mechanics ,2
FA21,400,Grainger Engineering,BS:Engineering Physics ,10
FA21,400,Grainger Engineering,BS:Industrial Engineerng ,3
FA21,400,Grainger Engineering,BS:Materials Sci & Engr ,24
FA21,400,Grainger Engineering,BS:Mechanical Engineerng ,83
FA21,400,Grainger Engineering,MENG:Mech Engineering Onl,1
FA21,400,Grainger Engineering,MS: Aerospace Engr ,5
FA21,400,Grainger Engineering,MS: Aerospace Engr-Online,1
FA21,400,Grainger Engineering,MS:Computer Science ,1
FA21,400,Grainger Engineering,NDEG:Engr Nondegree ,1
FA21,400,Grainger Engineering,PHD: Aerospace Engr ,5
FA21,400,Grainger Engineering,PHD:Civil Engineering ,3
FA21,400,Grainger Engineering,PHD:Computer Science ,1
FA21,400,Grainger Engineering,PHD:Physics ,1
FA21,400,Liberal Arts & Sciences,BALAS: Asian American St ,1
FA21,400,Liberal Arts & Sciences,BALAS: Communication ,1
FA21,400,Liberal Arts & Sciences,BALAS:Economics ,20
FA21,400,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,1
FA21,400,Liberal Arts & Sciences,BALAS:Linguistics ,1
FA21,400,Liberal Arts & Sciences,BALAS:Philosophy ,1
FA21,400,Liberal Arts & Sciences,BALAS:Political Science ,1
FA21,400,Liberal Arts & Sciences,BS:Chemical Engineering ,30
FA21,400,Liberal Arts & Sciences,BS:Chemistry ,4
FA21,400,Liberal Arts & Sciences,BS:Physics ,4
FA21,400,Liberal Arts & Sciences,BSLAS: Comp Sci & Chem,1
FA21,400,Liberal Arts & Sciences,BSLAS: Comp Sci & Econ - UIUC,3
FA21,400,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,6
FA21,400,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",1
FA21,400,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,12
FA21,400,Liberal Arts & Sciences,BSLAS:Actuarial Science ,20
FA21,400,Liberal Arts & Sciences,BSLAS:Astronomy ,2
FA21,400,Liberal Arts & Sciences,BSLAS:Chemistry ,3
FA21,400,Liberal Arts & Sciences,BSLAS:Int Biol: Honors ,1
FA21,400,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,2
FA21,400,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,5
FA21,400,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,15
FA21,400,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA21,400,Liberal Arts & Sciences,BSLAS:Mathematics ,4
FA21,400,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,4
FA21,400,Liberal Arts & Sciences,BSLAS:Physics ,1
FA21,400,Liberal Arts & Sciences,BSLAS:Psychology ,3
FA21,400,Liberal Arts & Sciences,BSLAS:Statistics ,38
FA21,400,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,18
FA21,400,Liberal Arts & Sciences,MS: Statistics: Analytics,2
FA21,400,Liberal Arts & Sciences,MS:Applied Mathematics ,1
FA21,400,Liberal Arts & Sciences,NONE: Mathematics - UIUC,55
FA21,400,Liberal Arts & Sciences,NONE:Anthropology Unassgn,1
FA21,400,Liberal Arts & Sciences,NONE:Biology ,2
FA21,400,Liberal Arts & Sciences,NONE:LAS General Curr,10
FA21,400,Liberal Arts & Sciences,NONE:Psychology Unassign,12
FA21,400,Liberal Arts & Sciences,PHD:Chemistry ,1
FA21,400,Liberal Arts & Sciences,PHD:E Asian Lang & Cult ,1
FA21,400,Liberal Arts & Sciences,PHD:Linguistics ,1
FA21,400,Liberal Arts & Sciences,PHD:Political Science ,2
FA21,400,Liberal Arts & Sciences,PHD:Sociology ,1
FA21,400,School of Information Sciences,PHD: Informatics - UIUC,1
FA21,400,School of Social Work,BSW: Social Work - UIUC,1
FA21,409,Liberal Arts & Sciences,MS: Actuarial Science - UIUC,2
FA21,410,"Agr, Consumer, & Env Sciences",BS: Plant Biotechnology - UIUC,1
FA21,410,"Agr, Consumer, & Env Sciences",PHD:Human Dev & Family St,1
FA21,410,Division of General Studies,NONE: Undeclared ,2
FA21,410,Division of General Studies,NONE:Pre-Engineering ,1
FA21,410,Gies College of Business,BS: Marketing - UIUC,1
FA21,410,Gies College of Business,BS:Finance ,2
FA21,410,Gies College of Business,PHD:Business Administrtn ,1
FA21,410,Grainger Engineering,BS: Aerospace Engr ,2
FA21,410,Grainger Engineering,BS:BS/MCS Computer Sci ,2
FA21,410,Grainger Engineering,BS:Civil Engineering ,1
FA21,410,Grainger Engineering,BS:Computer Engineering ,11
FA21,410,Grainger Engineering,BS:Computer Science ,8
FA21,410,Grainger Engineering,BS:Electrical Engineerng ,3
FA21,410,Grainger Engineering,BS:Engineering Physics ,1
FA21,410,Grainger Engineering,BS:Industrial Engineerng ,2
FA21,410,Grainger Engineering,BS:Mechanical Engineerng ,5
FA21,410,Grainger Engineering,MS: Bioinformatics: CS - UIUC,2
FA21,410,Grainger Engineering,PHD:Civil Engineering ,2
FA21,410,Liberal Arts & Sciences,BALAS:Economics ,2
FA21,410,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,4
FA21,410,Liberal Arts & Sciences,BS:Biochemistry ,1
FA21,410,Liberal Arts & Sciences,BS:Chemical Engineering ,2
FA21,410,Liberal Arts & Sciences,BSLAS: Comp Sci & Phil - UIUC,1
FA21,410,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,1
FA21,410,Liberal Arts & Sciences,BSLAS:Actuarial Science ,3
FA21,410,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,26
FA21,410,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,4
FA21,410,Liberal Arts & Sciences,BSLAS:Math: Teaching Optn,1
FA21,410,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA21,410,Liberal Arts & Sciences,BSLAS:Math:Operations Res,1
FA21,410,Liberal Arts & Sciences,BSLAS:Mathematics ,3
FA21,410,Liberal Arts & Sciences,BSLAS:Statistics ,52
FA21,410,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,55
FA21,410,Liberal Arts & Sciences,MS: Actuarial Science - UIUC,1
FA21,410,Liberal Arts & Sciences,MS: Statistics: Analytics,13
FA21,410,Liberal Arts & Sciences,MS:Statistics ,15
FA21,410,Liberal Arts & Sciences,NONE: Mathematics - UIUC,12
FA21,410,Liberal Arts & Sciences,NONE:Anthropology Unassgn,1
FA21,410,Liberal Arts & Sciences,NONE:Psychology Unassign,3
FA21,410,Liberal Arts & Sciences,PHD:Mathematics ,2
FA21,410,Liberal Arts & Sciences,PHD:Psychology ,3
FA21,420,"Agr, Consumer, & Env Sciences",PHD:Nutritional Sciences ,2
FA21,420,Applied Health Sciences,BS:CmtyHlth:Hlth Plng&Ad ,1
FA21,420,College of Media,BS:Advertising ,2
FA21,420,Gies College of Business,BS:Information Systems ,1
FA21,420,Gies College of Business,MS: Accy - Cost Rec ,1
FA21,420,Grainger Engineering,"BS: Nucl, Plasma, Rad Eng",2
FA21,420,Grainger Engineering,BS:BS/MCS Computer Sci ,1
FA21,420,Grainger Engineering,BS:Bioengineering - UIUC,2
FA21,420,Grainger Engineering,BS:Computer Engineering ,7
FA21,420,Grainger Engineering,BS:Computer Science ,6
FA21,420,Grainger Engineering,BS:Electrical Engineerng ,1
FA21,420,Grainger Engineering,BS:Engineering Physics ,3
FA21,420,Grainger Engineering,BS:Industrial Engineerng ,5
FA21,420,Grainger Engineering,BS:Materials Sci & Engr ,2
FA21,420,Grainger Engineering,BS:Mechanical Engineerng ,2
FA21,420,Grainger Engineering,BS:Systems Engr & Design ,1
FA21,420,Grainger Engineering,MS:Civil Engineering ,1
FA21,420,Grainger Engineering,MS:Env Engr  Civil Engr ,1
FA21,420,Grainger Engineering,MS:Industrial Engineerng ,1
FA21,420,Grainger Engineering,PHD: Bioengineering,1
FA21,420,Liberal Arts & Sciences,BALAS:Economics ,9
FA21,420,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,1
FA21,420,Liberal Arts & Sciences,BS:Biochemistry ,1
FA21,420,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA21,420,Liberal Arts & Sciences,BS:Geol:Geophysics,1
FA21,420,Liberal Arts & Sciences,BS:Physics ,1
FA21,420,Liberal Arts & Sciences,BSLAS: Comp Sci & Econ - UIUC,2
FA21,420,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,1
FA21,420,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,2
FA21,420,Liberal Arts & Sciences,BSLAS:Actuarial Science ,1
FA21,420,Liberal Arts & Sciences,BSLAS:Astronomy ,2
FA21,420,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,3
FA21,420,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,3
FA21,420,Liberal Arts & Sciences,BSLAS:Math:Applied Math,2
FA21,420,Liberal Arts & Sciences,BSLAS:Math:Operations Res,1
FA21,420,Liberal Arts & Sciences,BSLAS:Mathematics ,2
FA21,420,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,1
FA21,420,Liberal Arts & Sciences,BSLAS:Psychology ,2
FA21,420,Liberal Arts & Sciences,BSLAS:Statistics ,4
FA21,420,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,26
FA21,420,Liberal Arts & Sciences,NONE: Mathematics - UIUC,5
FA21,420,Liberal Arts & Sciences,PHD:Mole & Integrat Phys ,1
FA21,420,School of Information Sciences,BS: Information Sciences ,2
FA21,425,"Agr, Consumer, & Env Sciences",BS: ACE - Fin AgrBusns - UIUC,1
FA21,425,Applied Health Sciences,PHD:Speech & Hearing Sci ,1
FA21,425,College of Media,PHD: Commnctns & Media ,1
FA21,425,Gies College of Business,BS: Marketing - UIUC,1
FA21,425,Gies College of Business,BS:Finance ,1
FA21,425,Grainger Engineering,BS:Civil Engineering ,1
FA21,425,Grainger Engineering,BS:Computer Engineering ,3
FA21,425,Grainger Engineering,BS:Computer Science ,1
FA21,425,Grainger Engineering,BS:Engineering Physics ,1
FA21,425,Grainger Engineering,BS:Industrial Engineerng ,2
FA21,425,Grainger Engineering,BS:Materials Sci & Engr ,1
FA21,425,Grainger Engineering,BS:Mechanical Engineerng ,1
FA21,425,Grainger Engineering,PHD:Civil Engineering ,3
FA21,425,Grainger Engineering,PHD:Industrial Enginerng ,1
FA21,425,Grainger Engineering,PHD:Mechanical Enginerng ,1
FA21,425,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,4
FA21,425,Liberal Arts & Sciences,BALAS:Linguistics ,1
FA21,425,Liberal Arts & Sciences,BS:Physics ,1
FA21,425,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,46
FA21,425,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,1
FA21,425,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA21,425,Liberal Arts & Sciences,BSLAS:Statistics ,94
FA21,425,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,28
FA21,425,Liberal Arts & Sciences,MS: Statistics: Analytics,27
FA21,425,Liberal Arts & Sciences,MS:Statistics ,27
FA21,425,Liberal Arts & Sciences,NONE: Mathematics - UIUC,1
FA21,425,Liberal Arts & Sciences,PHD:Linguistics ,1
FA21,425,Liberal Arts & Sciences,PHD:Psychology ,1
FA21,426,Gies College of Business,BS:Finance ,1
FA21,426,Grainger Engineering,PHD:Civil Engineering ,1
FA21,426,Grainger Engineering,PHD:Industrial Enginerng ,1
FA21,426,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,19
FA21,426,Liberal Arts & Sciences,BSLAS:Statistics ,22
FA21,426,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,2
FA21,426,Liberal Arts & Sciences,MS: Statistics: Analytics,1
