Term,Course.Number,College,Major,counts
20217,200,Center Innov in Teach Learn,NDEG:Grad Nondegree-CE,7
20217,200,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,4
20217,200,Grainger Engineering,BS:Electrical Engineerng ,1
20227,100,Center Innov in Teach Learn,NDEG:Grad Nondegree-CE,3
20227,100,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,2
20227,100,Grainger Engineering,BS:Engineering Mechanics ,1
20227,200,Center Innov in Teach Learn,NDEG:Grad Nondegree-CE,4
20227,200,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,3
20227,200,Grainger Engineering,BS:Computer Engineering ,2
20227,200,Grainger Engineering,BS:Computer Science ,1
FA18,100,"Agr, Consumer, & Env Sciences",BS: ACE - Fin AgrBusns - UIUC,1
FA18,100,"Agr, Consumer, & Env Sciences",BS: ACE: Finl Planning ,1
FA18,100,"Agr, Consumer, & Env Sciences",BS: ALSE: Ag Ldrshp Educ ,2
FA18,100,"Agr, Consumer, & Env Sciences",BS: ALSE: Agr Sci Educ - UIUC,1
FA18,100,"Agr, Consumer, & Env Sciences",BS: Animal Sciences -- UIUC,69
FA18,100,"Agr, Consumer, & Env Sciences",BS: NRES ,26
FA18,100,"Agr, Consumer, & Env Sciences",BS: Technical Syst Mgt -- UIUC,21
FA18,100,"Agr, Consumer, & Env Sciences","BS:ACE-Agribsn, Mrkts&Mgt",1
FA18,100,"Agr, Consumer, & Env Sciences",BS:CSci-P Biotch&Mol Bio ,3
FA18,100,"Agr, Consumer, & Env Sciences",BS:Crop Sci - Biol Sci ,1
FA18,100,"Agr, Consumer, & Env Sciences",BS:Crop Sci-Crop Agribus ,1
FA18,100,"Agr, Consumer, & Env Sciences",BS:Crop Sciences - Crops ,3
FA18,100,"Agr, Consumer, & Env Sciences",BS:F Sc&Hum Nutrition-HN ,12
FA18,100,"Agr, Consumer, & Env Sciences",BS:F Sci&Hm Nutr-Diettcs ,7
FA18,100,"Agr, Consumer, & Env Sciences",BS:FSci&Hm Nutr-Hosp Mgt ,9
FA18,100,"Agr, Consumer, & Env Sciences",BS:Fd Sci & Hmn Nutrn-FS ,14
FA18,100,"Agr, Consumer, & Env Sciences",BS:H D & Fam St - Fam St ,4
FA18,100,"Agr, Consumer, & Env Sciences",BS:H D & Fm St-Ch&Ad Dev ,7
FA18,100,"Agr, Consumer, & Env Sciences",BS:NRES-Fish&Wldlfe Cons ,1
FA18,100,"Agr, Consumer, & Env Sciences",NONE: ACES Undeclared - UIUC,10
FA18,100,Applied Health Sciences,BS: Interdisc Health Sci ,30
FA18,100,Applied Health Sciences,BS: Kines: Tchr Ed K-12 ,1
FA18,100,Applied Health Sciences,"BS: Rec, Sport,T:Tourism ",2
FA18,100,Applied Health Sciences,BS: SPHS: Neuroscience ,1
FA18,100,Applied Health Sciences,BS: SPHS:Sp-Lang Path ,10
FA18,100,Applied Health Sciences,BS:CmtyHlth:Health Educ ,14
FA18,100,Applied Health Sciences,BS:CmtyHlth:Hlth Plng&Ad ,16
FA18,100,Applied Health Sciences,BS:CmtyHlth:Rehab Studies,7
FA18,100,Applied Health Sciences,BS:Community Health ,25
FA18,100,Applied Health Sciences,BS:Kinesiology ,58
FA18,100,Applied Health Sciences,"BS:Rec,Sprt,Trsm: Sport - UIUC",31
FA18,100,Applied Health Sciences,BS:Speech & Hearing Sci ,17
FA18,100,Center Innov in Teach Learn,NDEG:Grad Nondegree-CE,3
FA18,100,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,2
FA18,100,College of Media,BS: Journalism ,33
FA18,100,College of Media,BS: Media and Cinema St ,11
FA18,100,College of Media,BS:Advertising ,48
FA18,100,Division of General Studies,NONE: Undeclared ,308
FA18,100,Division of General Studies,NONE:Pre-Engineering ,5
FA18,100,Education,BS: Learning & Ed Studies,5
FA18,100,Education,BS:Early Childhood Educ ,4
FA18,100,Education,BS:Elementary Education ,23
FA18,100,Education,BS:Middle Grades Educ ,4
FA18,100,Education,BS:Special Education ,2
FA18,100,Education,NONE:Edu Curr Unassigned ,2
FA18,100,Fine & Applied Arts,BA:Music  ,4
FA18,100,Fine & Applied Arts,BA:Urban Stud & Planning ,1
FA18,100,Fine & Applied Arts,BFA: New Media ,3
FA18,100,Fine & Applied Arts,BFA:Art Education ,3
FA18,100,Fine & Applied Arts,BFA:Dance ,2
FA18,100,Fine & Applied Arts,BFA:Graphic Design ,13
FA18,100,Fine & Applied Arts,BFA:History of Art ,1
FA18,100,Fine & Applied Arts,BFA:Industrial Design ,8
FA18,100,Fine & Applied Arts,BFA:Painting ,2
FA18,100,Fine & Applied Arts,BFA:Photography ,1
FA18,100,Fine & Applied Arts,BFA:Sculpture ,1
FA18,100,Fine & Applied Arts,BFA:Theatre: Acting ,5
FA18,100,Fine & Applied Arts,BFA:Theatre:Scenic Design,1
FA18,100,Fine & Applied Arts,BFA:Theatre:Stage Mngmnt ,1
FA18,100,Fine & Applied Arts,BMA: Lyric Theatre - UIUC,1
FA18,100,Fine & Applied Arts,BME:Mus Ed:Choral Music,1
FA18,100,Fine & Applied Arts,BME:Mus Ed:Elem Gen Music,1
FA18,100,Fine & Applied Arts,BME:MusEd:Instrmntl Music,9
FA18,100,Fine & Applied Arts,BMUS: Jazz Performance ,2
FA18,100,Fine & Applied Arts,BMUS:Instrumental ,4
FA18,100,Fine & Applied Arts,BMUS:Music-Open Studies ,2
FA18,100,Fine & Applied Arts,BMUS:Voice ,3
FA18,100,Fine & Applied Arts,BS: Architectural Studies,9
FA18,100,Fine & Applied Arts,NONE:Art Undeclared ,1
FA18,100,Fine & Applied Arts,NONE:Theatre:Theatr Fndtn,1
FA18,100,Gies College of Business,BS: Business Multi Majors,3
FA18,100,Gies College of Business,BS: Management ,5
FA18,100,Gies College of Business,BS: Marketing - UIUC,3
FA18,100,Gies College of Business,BS:Accountancy ,16
FA18,100,Gies College of Business,BS:Finance ,20
FA18,100,Gies College of Business,BS:Information Systems ,3
FA18,100,Gies College of Business,NDEG:BUS Nondegree ,1
FA18,100,Gies College of Business,NONE:Business Undeclared ,37
FA18,100,Grainger Engineering,"BS: Nucl, Plasma, Rad Eng",1
FA18,100,Grainger Engineering,BS:Bioengineering - UIUC,1
FA18,100,Grainger Engineering,BS:Computer Engineering ,5
FA18,100,Grainger Engineering,BS:Computer Science ,3
FA18,100,Grainger Engineering,BS:Electrical Engineerng ,4
FA18,100,Grainger Engineering,BS:Engineering Physics ,2
FA18,100,Grainger Engineering,BS:Industrial Engineerng ,3
FA18,100,Grainger Engineering,BS:Materials Sci & Engr ,4
FA18,100,Grainger Engineering,BS:Mechanical Engineerng ,5
FA18,100,Grainger Engineering,BS:Systems Engr & Design ,2
FA18,100,Grainger Engineering,NDEG:Engr Nondegree ,1
FA18,100,Liberal Arts & Sciences,BALAS: Asian American St ,1
FA18,100,Liberal Arts & Sciences,BALAS: Communication ,41
FA18,100,Liberal Arts & Sciences,BALAS: Creative Writing - UIUC,7
FA18,100,Liberal Arts & Sciences,BALAS: Gendr & Women's St,2
FA18,100,Liberal Arts & Sciences,BALAS: Geography & GIS - UIUC,1
FA18,100,Liberal Arts & Sciences,BALAS: Global Studies - UIUC,13
FA18,100,Liberal Arts & Sciences,BALAS: Latina/Latino St - UIUC,1
FA18,100,Liberal Arts & Sciences,BALAS:Anthropology ,1
FA18,100,Liberal Arts & Sciences,BALAS:Economics ,10
FA18,100,Liberal Arts & Sciences,BALAS:English ,25
FA18,100,Liberal Arts & Sciences,BALAS:French:French St,1
FA18,100,Liberal Arts & Sciences,BALAS:History ,22
FA18,100,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,8
FA18,100,Liberal Arts & Sciences,BALAS:Linguistics ,4
FA18,100,Liberal Arts & Sciences,BALAS:Philosophy ,2
FA18,100,Liberal Arts & Sciences,BALAS:Political Science ,42
FA18,100,Liberal Arts & Sciences,BALAS:Sociology ,12
FA18,100,Liberal Arts & Sciences,BALAS:Spanish ,5
FA18,100,Liberal Arts & Sciences,BS:Biochemistry ,3
FA18,100,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA18,100,Liberal Arts & Sciences,BS:Chemistry ,6
FA18,100,Liberal Arts & Sciences,BS:Geology ,1
FA18,100,Liberal Arts & Sciences,BS:Physics ,3
FA18,100,Liberal Arts & Sciences,BSLAS: Atmospheric Sci ,3
FA18,100,Liberal Arts & Sciences,BSLAS: Comp Sci & Anth,1
FA18,100,Liberal Arts & Sciences,BSLAS: ESES Online - UIUC,2
FA18,100,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",10
FA18,100,Liberal Arts & Sciences,BSLAS: Ind Plans of Study,1
FA18,100,Liberal Arts & Sciences,BSLAS:Actuarial Science ,6
FA18,100,Liberal Arts & Sciences,BSLAS:Astronomy ,2
FA18,100,Liberal Arts & Sciences,BSLAS:Chemistry ,8
FA18,100,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,4
FA18,100,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,6
FA18,100,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,2
FA18,100,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA18,100,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA18,100,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,10
FA18,100,Liberal Arts & Sciences,BSLAS:Physics ,1
FA18,100,Liberal Arts & Sciences,BSLAS:Psychology ,13
FA18,100,Liberal Arts & Sciences,BSLAS:Statistics ,6
FA18,100,Liberal Arts & Sciences,NDEG:LAS Nondegree ,2
FA18,100,Liberal Arts & Sciences,NONE: LAS Undeclared ,12
FA18,100,Liberal Arts & Sciences,NONE: Mathematics - UIUC,10
FA18,100,Liberal Arts & Sciences,NONE:Anthropology Unassgn,2
FA18,100,Liberal Arts & Sciences,NONE:Biology ,22
FA18,100,Liberal Arts & Sciences,NONE:LAS General Curr,7
FA18,100,Liberal Arts & Sciences,NONE:Psychology Unassign,169
FA18,100,School of Labor & Empl. Rel.,MHRIR:HR & Indus Relatns ,4
FA18,100,School of Social Work,BSW: Social Work - UIUC,35
FA18,200,"Agr, Consumer, & Env Sciences",BS: ACE: Finl Planning ,2
FA18,200,"Agr, Consumer, & Env Sciences",BS: Agricultural Cmcs - UIUC,1
FA18,200,"Agr, Consumer, & Env Sciences",BS: Animal Sciences -- UIUC,1
FA18,200,"Agr, Consumer, & Env Sciences",BS: NRES ,4
FA18,200,"Agr, Consumer, & Env Sciences",BS:ACE - Agri-Accounting ,1
FA18,200,"Agr, Consumer, & Env Sciences","BS:ACE-Agribsn, Mrkts&Mgt",1
FA18,200,"Agr, Consumer, & Env Sciences",BS:Crop Sci-Crop Agribus ,1
FA18,200,"Agr, Consumer, & Env Sciences",BS:H D & Fam St - Fam St ,1
FA18,200,"Agr, Consumer, & Env Sciences",BS:H D & Fm St-Ch&Ad Dev ,6
FA18,200,Applied Health Sciences,"BS:Rec,Sprt,Trsm: Sport - UIUC",1
FA18,200,Center Innov in Teach Learn,NDEG:Undergrad Nondeg-CE,2
FA18,200,College of Media,BS: Journalism ,3
FA18,200,College of Media,BS:Advertising ,4
FA18,200,College of Media,MS:Advertising ,2
FA18,200,Division of General Studies,NONE: Undeclared ,54
FA18,200,Division of General Studies,NONE:Pre-Engineering ,6
FA18,200,Fine & Applied Arts,BA:Music  ,1
FA18,200,Fine & Applied Arts,BA:Urban Stud & Planning ,1
FA18,200,Fine & Applied Arts,BFA:Graphic Design ,1
FA18,200,Gies College of Business,BS:Accountancy ,7
FA18,200,Gies College of Business,BS:Finance ,7
FA18,200,Grainger Engineering,BS: Aerospace Engr ,1
FA18,200,Grainger Engineering,BS:BS/MCS Computer Sci ,1
FA18,200,Grainger Engineering,BS:Bioengineering - UIUC,1
FA18,200,Grainger Engineering,BS:CS:BS/MS Program - UIUC,1
FA18,200,Grainger Engineering,BS:Civil Engineering ,1
FA18,200,Grainger Engineering,BS:Computer Engineering ,6
FA18,200,Grainger Engineering,BS:Computer Science ,12
FA18,200,Grainger Engineering,BS:Electrical Engineerng ,3
FA18,200,Grainger Engineering,BS:Engineering Physics ,2
FA18,200,Grainger Engineering,BS:Industrial Engineerng ,1
FA18,200,Grainger Engineering,BS:Mechanical Engineerng ,3
FA18,200,Grainger Engineering,BS:Systems Engr & Design ,1
FA18,200,Grainger Engineering,NONE:Engineering Undecl - UIUC,1
FA18,200,Liberal Arts & Sciences,BALAS: Communication ,2
FA18,200,Liberal Arts & Sciences,BALAS: Gendr & Women's St,1
FA18,200,Liberal Arts & Sciences,BALAS: Geography & GIS - UIUC,1
FA18,200,Liberal Arts & Sciences,BALAS: Global Studies - UIUC,2
FA18,200,Liberal Arts & Sciences,BALAS:Economics ,40
FA18,200,Liberal Arts & Sciences,BALAS:English ,1
FA18,200,Liberal Arts & Sciences,BALAS:History ,2
FA18,200,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,8
FA18,200,Liberal Arts & Sciences,BALAS:Political Science ,4
FA18,200,Liberal Arts & Sciences,BALAS:Sociology ,1
FA18,200,Liberal Arts & Sciences,BALAS:Spanish ,1
FA18,200,Liberal Arts & Sciences,BS:Biochemistry ,1
FA18,200,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA18,200,Liberal Arts & Sciences,BS:Chemistry ,3
FA18,200,Liberal Arts & Sciences,BS:Geol:Environtl Geol,1
FA18,200,Liberal Arts & Sciences,BS:Physics ,4
FA18,200,Liberal Arts & Sciences,BSLAS: Atmospheric Sci ,2
FA18,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Anth,3
FA18,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Astr,5
FA18,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Chem,2
FA18,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Econ - UIUC,1
FA18,200,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,5
FA18,200,Liberal Arts & Sciences,BSLAS: ESES Online - UIUC,1
FA18,200,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",1
FA18,200,Liberal Arts & Sciences,BSLAS:Actuarial Science ,24
FA18,200,Liberal Arts & Sciences,BSLAS:Astronomy ,1
FA18,200,Liberal Arts & Sciences,BSLAS:Chemistry ,4
FA18,200,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,1
FA18,200,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,8
FA18,200,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,2
FA18,200,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA18,200,Liberal Arts & Sciences,BSLAS:Math:Operations Res,1
FA18,200,Liberal Arts & Sciences,BSLAS:Mathematics ,1
FA18,200,Liberal Arts & Sciences,BSLAS:Physics ,1
FA18,200,Liberal Arts & Sciences,BSLAS:Psychology ,10
FA18,200,Liberal Arts & Sciences,BSLAS:Statistics ,42
FA18,200,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,65
FA18,200,Liberal Arts & Sciences,NDEG:LAS Nondegree ,1
FA18,200,Liberal Arts & Sciences,NONE: Mathematics - UIUC,39
FA18,200,Liberal Arts & Sciences,NONE:Biology ,2
FA18,200,Liberal Arts & Sciences,NONE:LAS General Curr,6
FA18,200,Liberal Arts & Sciences,NONE:Psychology Unassign,9
FA18,212,"Agr, Consumer, & Env Sciences",BS: Animal Sciences -- UIUC,1
FA18,212,"Agr, Consumer, & Env Sciences",BS: NRES ,1
FA18,212,"Agr, Consumer, & Env Sciences",BS:F Sc&Hum Nutrition-HN ,1
FA18,212,"Agr, Consumer, & Env Sciences",BS:Fd Sci & Hmn Nutrn-FS ,1
FA18,212,Applied Health Sciences,BS: Interdisc Health Sci ,2
FA18,212,Applied Health Sciences,BS:Kinesiology ,2
FA18,212,Division of General Studies,NONE: Undeclared ,17
FA18,212,Fine & Applied Arts,BA:Dance ,1
FA18,212,Gies College of Business,BS:Finance ,1
FA18,212,Gies College of Business,NONE:Business Undeclared ,1
FA18,212,Grainger Engineering,BS:Computer Engineering ,1
FA18,212,Grainger Engineering,BS:Computer Science ,4
FA18,212,Grainger Engineering,BS:Materials Sci & Engr ,1
FA18,212,Liberal Arts & Sciences,BALAS: Creative Writing - UIUC,1
FA18,212,Liberal Arts & Sciences,BALAS:Economics ,2
FA18,212,Liberal Arts & Sciences,BALAS:English ,1
FA18,212,Liberal Arts & Sciences,BALAS:Political Science ,3
FA18,212,Liberal Arts & Sciences,BS:Biochemistry ,2
FA18,212,Liberal Arts & Sciences,BS:Chemical Engineering ,1
FA18,212,Liberal Arts & Sciences,BS:Chemistry ,2
FA18,212,Liberal Arts & Sciences,BSLAS: Atmospheric Sci ,1
FA18,212,Liberal Arts & Sciences,BSLAS: Comp Sci & Anth,1
FA18,212,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",2
FA18,212,Liberal Arts & Sciences,BSLAS:Actuarial Science ,1
FA18,212,Liberal Arts & Sciences,BSLAS:Chemistry ,2
FA18,212,Liberal Arts & Sciences,BSLAS:Int Biol: Honors ,1
FA18,212,Liberal Arts & Sciences,BSLAS:Integrative Biolgy ,30
FA18,212,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,8
FA18,212,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,86
FA18,212,Liberal Arts & Sciences,BSLAS:Physics ,1
FA18,212,Liberal Arts & Sciences,BSLAS:Psychology ,3
FA18,212,Liberal Arts & Sciences,BSLAS:Statistics ,11
FA18,212,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,2
FA18,212,Liberal Arts & Sciences,NONE: LAS Undeclared ,1
FA18,212,Liberal Arts & Sciences,NONE: Mathematics - UIUC,1
FA18,212,Liberal Arts & Sciences,NONE:Biology ,100
FA18,212,Liberal Arts & Sciences,NONE:LAS General Curr,3
FA18,212,Liberal Arts & Sciences,NONE:Psychology Unassign,4
FA18,361,Liberal Arts & Sciences,BSLAS:Psychology ,1
FA18,385,Division of General Studies,NONE:Pre-Engineering ,2
FA18,385,Grainger Engineering,MS:Industrial Engineerng ,1
FA18,385,Liberal Arts & Sciences,BALAS:Economics ,6
FA18,385,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,5
FA18,385,Liberal Arts & Sciences,BALAS:Sociology ,1
FA18,385,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,7
FA18,385,Liberal Arts & Sciences,BSLAS:Actuarial Science ,1
FA18,385,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,10
FA18,385,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,1
FA18,385,Liberal Arts & Sciences,BSLAS:Psychology ,1
FA18,385,Liberal Arts & Sciences,BSLAS:Statistics ,21
FA18,385,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,5
FA18,385,Liberal Arts & Sciences,NDEG:LAS Nondegree ,2
FA18,385,Liberal Arts & Sciences,NONE: Mathematics - UIUC,1
FA18,385,Liberal Arts & Sciences,NONE:LAS General Curr,1
FA18,391,Liberal Arts & Sciences,BSLAS:Statistics ,1
FA18,400,"Agr, Consumer, & Env Sciences",BS: NRES ,2
FA18,400,"Agr, Consumer, & Env Sciences","BS:ACE-Agribsn, Mrkts&Mgt",1
FA18,400,"Agr, Consumer, & Env Sciences",NONE: ACES Undeclared - UIUC,1
FA18,400,College of Media,BS: Journalism ,1
FA18,400,College of Media,BS:Advertising ,1
FA18,400,Division of General Studies,NONE: Undeclared ,36
FA18,400,Division of General Studies,NONE:Pre-Engineering ,24
FA18,400,Education,PHD:Educatnl Psychology ,1
FA18,400,Fine & Applied Arts,BA:Dance ,1
FA18,400,Gies College of Business,BS: Management ,1
FA18,400,Gies College of Business,BS: Marketing - UIUC,1
FA18,400,Gies College of Business,BS:Accountancy ,9
FA18,400,Gies College of Business,BS:Finance ,6
FA18,400,Gies College of Business,NONE:Business Undeclared ,3
FA18,400,Grainger Engineering,BS: Aerospace Engr ,25
FA18,400,Grainger Engineering,BS: Agr & Biol Engr ,2
FA18,400,Grainger Engineering,"BS: Nucl, Plasma, Rad Eng",6
FA18,400,Grainger Engineering,BS:BS/MCS Computer Sci ,2
FA18,400,Grainger Engineering,BS:Civil Engineering ,1
FA18,400,Grainger Engineering,BS:Computer Engineering ,12
FA18,400,Grainger Engineering,BS:Computer Science ,97
FA18,400,Grainger Engineering,BS:Electrical Engineerng ,6
FA18,400,Grainger Engineering,BS:Engineering Mechanics ,5
FA18,400,Grainger Engineering,BS:Engineering Physics ,13
FA18,400,Grainger Engineering,BS:Industrial Engineerng ,1
FA18,400,Grainger Engineering,BS:Mat Sci Eng:Ceramics,1
FA18,400,Grainger Engineering,BS:Mat Sci Engr:Biomatrls,2
FA18,400,Grainger Engineering,BS:Mat Sci Engr:Elct Mats,2
FA18,400,Grainger Engineering,BS:Mat Sci Engr:Polymer,2
FA18,400,Grainger Engineering,BS:Materials Sci & Engr ,39
FA18,400,Grainger Engineering,BS:Mechanical Engineerng ,64
FA18,400,Grainger Engineering,BS:Systems Engr & Design ,2
FA18,400,Grainger Engineering,MENG:Mechanical Enginerng,1
FA18,400,Grainger Engineering,MS: Aerospace Engr ,2
FA18,400,Grainger Engineering,"MS: Nucl, Plasma, Rad Eng",1
FA18,400,Grainger Engineering,MS:Industrial Engineerng ,1
FA18,400,Grainger Engineering,"PHD: Nucl, Plasma,Rad Eng",1
FA18,400,Grainger Engineering,PHD:Electr & Computer Eng,1
FA18,400,Liberal Arts & Sciences,BALAS: Global Studies - UIUC,1
FA18,400,Liberal Arts & Sciences,BALAS:Economics ,42
FA18,400,Liberal Arts & Sciences,BALAS:English ,1
FA18,400,Liberal Arts & Sciences,BALAS:French:French St,1
FA18,400,Liberal Arts & Sciences,BALAS:History ,1
FA18,400,Liberal Arts & Sciences,BALAS:Political Science ,1
FA18,400,Liberal Arts & Sciences,BALAS:Sociology ,2
FA18,400,Liberal Arts & Sciences,BS:Biochemistry ,1
FA18,400,Liberal Arts & Sciences,BS:Chemical Engineering ,30
FA18,400,Liberal Arts & Sciences,BS:Chemistry ,8
FA18,400,Liberal Arts & Sciences,BS:Physics ,6
FA18,400,Liberal Arts & Sciences,BSLAS: Comp Sci & Anth,1
FA18,400,Liberal Arts & Sciences,BSLAS: Comp Sci & Ling,1
FA18,400,Liberal Arts & Sciences,"BSLAS: Earth,Soc,Env Sust",2
FA18,400,Liberal Arts & Sciences,BSLAS: Econometrics - UIUC,3
FA18,400,Liberal Arts & Sciences,BSLAS:Actuarial Science ,8
FA18,400,Liberal Arts & Sciences,BSLAS:Astronomy ,2
FA18,400,Liberal Arts & Sciences,BSLAS:Chemistry ,1
FA18,400,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,3
FA18,400,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,24
FA18,400,Liberal Arts & Sciences,BSLAS:Mathematics ,4
FA18,400,Liberal Arts & Sciences,BSLAS:Mlclr & Cellar Bio ,5
FA18,400,Liberal Arts & Sciences,BSLAS:Physics ,3
FA18,400,Liberal Arts & Sciences,BSLAS:Psychology ,7
FA18,400,Liberal Arts & Sciences,BSLAS:Statistics ,25
FA18,400,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,34
FA18,400,Liberal Arts & Sciences,NDEG:LAS Nondegree ,1
FA18,400,Liberal Arts & Sciences,NONE: LAS Undeclared ,1
FA18,400,Liberal Arts & Sciences,NONE: Mathematics - UIUC,40
FA18,400,Liberal Arts & Sciences,NONE:LAS General Curr,17
FA18,400,Liberal Arts & Sciences,NONE:Psychology Unassign,3
FA18,400,Liberal Arts & Sciences,PHD:Geography ,1
FA18,409,Liberal Arts & Sciences,BALAS:Economics ,1
FA18,409,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,2
FA18,409,Liberal Arts & Sciences,BSLAS:Actuarial Science ,8
FA18,409,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,4
FA18,409,Liberal Arts & Sciences,BSLAS:Statistics ,3
FA18,410,"Agr, Consumer, & Env Sciences",MS:FSci &Hmn Nutrition ,1
FA18,410,"Agr, Consumer, & Env Sciences",PHD:FSci &Hmn Nutrition ,1
FA18,410,Center Innov in Teach Learn,NDEG:Grad Nondegree-CE,1
FA18,410,Division of General Studies,NONE:Pre-Engineering ,1
FA18,410,Education,PHD:Educatnl Psychology ,3
FA18,410,Gies College of Business,BS:Accountancy ,1
FA18,410,Grainger Engineering,BS:Civil Engineering ,2
FA18,410,Grainger Engineering,BS:Computer Engineering ,5
FA18,410,Grainger Engineering,BS:Computer Science ,3
FA18,410,Grainger Engineering,BS:Electrical Engineerng ,5
FA18,410,Grainger Engineering,BS:Engineering Physics ,2
FA18,410,Grainger Engineering,BS:Industrial Engineerng ,1
FA18,410,Grainger Engineering,MS: Aerospace Engr ,1
FA18,410,Grainger Engineering,MS: Bioinformatics: CS - UIUC,2
FA18,410,Grainger Engineering,MS:Bioengineering - UIUC,1
FA18,410,Grainger Engineering,MS:Civil Engineering ,5
FA18,410,Grainger Engineering,MS:Env Engr  Civil Engr ,1
FA18,410,Grainger Engineering,MS:Industrial Engineerng ,1
FA18,410,Grainger Engineering,NDEG:Engr Nondegree ,1
FA18,410,Grainger Engineering,"PHD: Nucl, Plasma,Rad Eng",1
FA18,410,Grainger Engineering,PHD:Civil Engineering ,4
FA18,410,Grainger Engineering,PHD:Electr & Computer Eng,1
FA18,410,Grainger Engineering,PHD:Materials Sci & Engr ,2
FA18,410,Grainger Engineering,PHD:Mechanical Enginerng ,1
FA18,410,Liberal Arts & Sciences,BALAS:LAS Multiple Majors,8
FA18,410,Liberal Arts & Sciences,BS:Chemistry ,1
FA18,410,Liberal Arts & Sciences,BS:Physics ,1
FA18,410,Liberal Arts & Sciences,BSLAS:Actuarial Science ,9
FA18,410,Liberal Arts & Sciences,BSLAS:LAS Multiple Majors,36
FA18,410,Liberal Arts & Sciences,BSLAS:Math&Computer Sci ,1
FA18,410,Liberal Arts & Sciences,BSLAS:Math: Teaching Optn,1
FA18,410,Liberal Arts & Sciences,BSLAS:Math:Applied Math,1
FA18,410,Liberal Arts & Sciences,BSLAS:Mathematics ,2
FA18,410,Liberal Arts & Sciences,BSLAS:Statistics ,57
FA18,410,Liberal Arts & Sciences,BSLAS:Stats & Comp Sci ,38
FA18,410,Liberal Arts & Sciences,MS: Actuarial Science - UIUC,1
FA18,410,Liberal Arts & Sciences,MS: Statistics: Analytics,13
FA18,410,Liberal Arts & Sciences,MS:Statistics ,6
FA18,410,Liberal Arts & Sciences,MS:Statistics -- Applied ,1
FA18,410,Liberal Arts & Sciences,NDEG:LAS Nondegree ,1
FA18,410,Liberal Arts & Sciences,NONE: Mathematics - UIUC,12
FA18,410,Liberal Arts & Sciences,NONE:Biology ,1
FA18,410,Liberal Arts & Sciences,PHD:Astronomy ,1
FA18,410,Liberal Arts & Sciences,PHD:Chemistry ,1
FA18,410,Liberal Arts & Sciences,PHD:Psychology ,1
FA18,410,Liberal Arts & Sciences,PHD:Sociology ,1
FA18,420,Fine & Applied Arts,BA:Music  ,1
FA18,420,Fine & Applied Arts,PHD:Lndscpe Architecture ,1
FA18,420,Gies College of Business,BS:Accountancy ,2
FA18,420,Gies College of Business,BS:Finance ,2
FA18,420,Grainger Engineering,BS: Aerospace Engr ,1
FA18,420,Grainger Engineering,BS:BS/MCS Computer Sci ,1
FA18,420,Grainger Engineering,BS:CS:BS/MS Program - UIUC,1
FA18,420,Grainger Engineering,BS:Civil Engineering ,1
FA18,420,Grainger Engineering,BS:Computer Engineering ,4
FA18,420,Grainger Engineering,BS:Computer Science ,13
FA18,420,Grainger Engineering,BS:Electrical Engineerng ,1
FA18,420,Grainger Engineering,BS:Engineering Physics ,1
